m,d,h,Qsolar [W},Qcond [W],Q net [kW]
4,1,5,2591.4672,-21973.44,-19.3819728
4,1,6,8023.2384,-20701.056,-12.6778176
4,1,7,13658.7264,-18688.704,-5.0299776
4,1,8,18472.5792,-17145.6,1.3269792
4,1,9,22203.552,-15972.48,6.231072
4,1,10,24081.4464,-15259.584,8.8218624
4,1,11,23532.5616,-14754.24,8.7783216
4,1,12,21954.0384,-14366.208,7.5878304
4,1,13,18326.1648,-14203.776,4.1223888
4,1,14,13600.0704,-14321.088,-0.7210176
4,1,15,7853.136,-14447.424,-6.594288
4,1,16,2444.6016,-14961.792,-12.5171904
4,1,17,0,-15819.072,-15.819072
4,1,18,0,-16739.52,-16.73952
4,1,19,0,-17262.912,-17.262912
4,1,20,0,-17894.592,-17.894592
4,1,21,0,-18165.312,-18.165312
4,1,22,0,-18490.176,-18.490176
4,1,23,0,-18616.512,-18.616512
4,2,0,0,-18706.752,-18.706752
4,2,1,0,-18905.28,-18.90528
4,2,2,0,-19410.624,-19.410624
4,2,3,0,-19717.44,-19.71744
4,2,4,0,-19870.848,-19.870848
4,2,5,776.064,-19663.296,-18.887232
4,2,6,1770.96,-18580.416,-16.809456
4,2,7,2586.7296,-17046.336,-14.4596064
4,2,8,4568.1744,-15349.824,-10.7816496
4,2,9,7882.9152,-13689.408,-5.8064928
4,2,10,5967.7968,-12308.736,-6.3409392
4,2,11,6247.992,-12038.016,-5.790024
4,2,12,4931.1648,-12001.92,-7.0707552
4,2,13,3619.3008,-11929.728,-8.3104272
4,2,14,2228.7024,-12128.256,-9.8995536
4,2,15,7649.8704,-12435.072,-4.7852016
4,2,16,2305.632,-12777.984,-10.472352
4,2,17,0,-13599.168,-13.599168
4,2,18,0,-14654.976,-14.654976
4,2,19,0,-16125.888,-16.125888
4,2,20,0,-17226.816,-17.226816
4,2,21,0,-17777.28,-17.77728
4,2,22,0,-18102.144,-18.102144
4,2,23,0,-18219.456,-18.219456
4,3,0,0,-18093.12,-18.09312
4,3,1,0,-17641.92,-17.64192
4,3,2,0,-17353.152,-17.353152
4,3,3,0,-17217.792,-17.217792
4,3,4,0,-17163.648,-17.163648
4,3,5,218.832,-17109.504,-16.890672
4,3,6,1054.68,-15990.528,-14.935848
4,3,7,2427.6816,-15106.176,-12.6784944
4,3,8,15100.9872,-14023.296,1.0776912
4,3,9,18692.7648,-12814.08,5.8786848
4,3,10,15407.1264,-12272.64,3.1344864
4,3,11,19445.1408,-11866.56,7.5785808
4,3,12,16823.6688,-11352.192,5.4714768
4,3,13,8174.616,-10882.944,-2.708328
4,3,14,10294.128,-10991.232,-0.697104
4,3,15,7225.968,-11532.672,-4.306704
4,3,16,2452.0464,-12101.184,-9.6491376
4,3,17,0,-13229.184,-13.229184
4,3,18,0,-14420.352,-14.420352
4,3,19,0,-14970.816,-14.970816
4,3,20,0,-15773.952,-15.773952
4,3,21,0,-16559.04,-16.55904
4,3,22,0,-17308.032,-17.308032
4,3,23,0,-18011.904,-18.011904
4,4,0,0,-18625.536,-18.625536
4,4,1,0,-19166.976,-19.166976
4,4,2,0,-19654.272,-19.654272
4,4,3,0,-20069.376,-20.069376
4,4,4,0,-20457.408,-20.457408
4,4,5,2775.1056,-20294.976,-17.5198704
4,4,6,6461.8608,-18020.928,-11.5590672
4,4,7,13622.4048,-15692.736,-2.0703312
4,4,8,18597.5616,-13978.176,4.6193856
4,4,9,21474.4128,-12624.576,8.8498368
4,4,10,12104.3424,-11875.584,0.2287584
4,4,11,10047.9984,-11153.664,-1.1056656
4,4,12,9279.1536,-10973.184,-1.6940304
4,4,13,12275.1216,-11180.736,1.0943856
4,4,14,7881.7872,-11135.616,-3.2538288
4,4,15,4530.9504,-11289.024,-6.7580736
4,4,16,2458.5888,-11758.272,-9.2996832
4,4,17,0,-12805.056,-12.805056
4,4,18,0,-14248.896,-14.248896
4,4,19,0,-15701.76,-15.70176
4,4,20,0,-16595.136,-16.595136
4,4,21,0,-17326.08,-17.32608
4,4,22,0,-18057.024,-18.057024
4,4,23,0,-18751.872,-18.751872
4,5,0,0,-19410.624,-19.410624
4,5,1,0,-20069.376,-20.069376
4,5,2,0,-20556.672,-20.556672
4,5,3,0,-20890.56,-20.89056
4,5,4,0,-21016.896,-21.016896
4,5,5,2749.6128,-20421.312,-17.6716992
4,5,6,8230.1136,-17596.8,-9.3666864
4,5,7,13737.6864,-14474.496,-0.7368096
4,5,8,18710.5872,-12299.712,6.4108752
4,5,9,22387.6416,-10946.112,11.4415296
4,5,10,23707.8528,-10224.192,13.4836608
4,5,11,23459.016,-9646.656,13.81236
4,5,12,22169.4864,-9168.384,13.0011024
4,5,13,18388.656,-8888.64,9.500016
4,5,14,13439.6688,-8879.616,4.5600528
4,5,15,7931.6448,-9123.264,-1.1916192
4,5,16,2505.0624,-9899.328,-7.3942656
4,5,17,0,-11586.816,-11.586816
4,5,18,0,-13382.592,-13.382592
4,5,19,0,-13869.888,-13.869888
4,5,20,0,-14736.192,-14.736192
4,5,21,0,-15422.016,-15.422016
4,5,22,0,-15990.528,-15.990528
4,5,23,0,-16477.824,-16.477824
4,6,0,0,-16874.88,-16.87488
4,6,1,0,-17154.624,-17.154624
4,6,2,0,-17416.32,-17.41632
4,6,3,0,-17668.992,-17.668992
4,6,4,0,-17921.664,-17.921664
4,6,5,2962.128,-17524.608,-14.56248
4,6,6,8564.6784,-15674.688,-7.1100096
4,6,7,14080.3728,-13175.04,0.9053328
4,6,8,18982.8864,-11343.168,7.6397184
4,6,9,22519.6176,-9583.488,12.9361296
4,6,10,24147.7728,-8040.384,16.1073888
4,6,11,23902.5456,-6749.952,17.1525936
4,6,12,22437.048,-5748.288,16.68876
4,6,13,18752.7744,-5062.464,13.6903104
4,6,14,13736.3328,-4746.624,8.9897088
4,6,15,7976.7648,-4791.744,3.1850208
4,6,16,2588.76,-5685.12,-3.09636
4,6,17,0,-7688.448,-7.688448
4,6,18,0,-9619.584,-9.619584
4,6,19,0,-10332.48,-10.33248
4,6,20,0,-11216.832,-11.216832
4,6,21,0,-11956.8,-11.9568
4,6,22,0,-12615.552,-12.615552
4,6,23,0,-13256.256,-13.256256
4,7,0,0,-13933.056,-13.933056
4,7,1,0,-14582.784,-14.582784
4,7,2,0,-15151.296,-15.151296
4,7,3,0,-15629.568,-15.629568
4,7,4,0,-15972.48,-15.97248
4,7,5,2756.832,-15322.752,-12.56592
4,7,6,8248.3872,-12462.144,-4.2137568
4,7,7,13908.24,-9177.408,4.730832
4,7,8,18844.368,-6984.576,11.859792
4,7,9,22502.9232,-5468.544,17.0343792
4,7,10,24297.12,-4367.616,19.929504
4,7,11,24188.832,-3537.408,20.651424
4,7,12,22542.1776,-2968.896,19.5732816
4,7,13,18953.1072,-2653.056,16.3000512
4,7,14,13808.976,-2616.96,11.192016
4,7,15,7958.9424,-2896.704,5.0622384
4,7,16,2593.9488,-3943.488,-1.3495392
4,7,17,0,-5892.672,-5.892672
4,7,18,0,-7796.736,-7.796736
4,7,19,0,-8293.056,-8.293056
4,7,20,0,-9791.04,-9.79104
4,7,21,0,-10323.456,-10.323456
4,7,22,0,-11018.304,-11.018304
4,7,23,0,-12010.944,-12.010944
4,8,0,0,-13057.728,-13.057728
4,8,1,0,-14194.752,-14.194752
4,8,2,0,-15412.992,-15.412992
4,8,3,0,-16441.728,-16.441728
4,8,4,0,-17226.816,-17.226816
4,8,5,3137.1936,-16649.28,-13.5120864
4,8,6,8820.5088,-13572.096,-4.7515872
4,8,7,14333.9472,-11099.52,3.2344272
4,8,8,18960.1008,-9312.768,9.6473328
4,8,9,22583.688,-7688.448,14.89524
4,8,10,24069.7152,-6425.088,17.6446272
4,8,11,23965.2624,-5468.544,18.4967184
4,8,12,22454.4192,-4755.648,17.6987712
4,8,13,18654.1872,-4322.496,14.3316912
4,8,14,13767.4656,-4178.112,9.5893536
4,8,15,8042.4144,-4322.496,3.7199184
4,8,16,2629.5936,-4791.744,-2.1621504
4,8,17,0,-6262.656,-6.262656
4,8,18,0,-8563.776,-8.563776
4,8,19,0,-9583.488,-9.583488
4,8,20,0,-10955.136,-10.955136
4,8,21,0,-11893.632,-11.893632
4,8,22,0,-12516.288,-12.516288
4,8,23,0,-12886.272,-12.886272
4,9,0,0,-13156.992,-13.156992
4,9,1,0,-13400.64,-13.40064
4,9,2,0,-13671.36,-13.67136
4,9,3,0,-14014.272,-14.014272
4,9,4,0,-14384.256,-14.384256
4,9,5,2991.0048,-13833.792,-10.8427872
4,9,6,8303.4336,-11261.952,-2.9585184
4,9,7,13741.7472,-8383.296,5.3584512
4,9,8,18557.6304,-6127.296,12.4303344
4,9,9,22128.8784,-4430.784,17.6980944
4,9,10,23876.1504,-3176.448,20.6997024
4,9,11,23601.144,-2337.216,21.263928
4,9,12,22127.7504,-2012.352,20.1153984
4,9,13,14499.7632,-2156.736,12.3430272
4,9,14,7081.1328,-2833.536,4.2475968
4,9,15,3222.0192,-4069.824,-0.8478048
4,9,16,2599.8144,-5242.944,-2.6431296
4,9,17,0,-6614.592,-6.614592
4,9,18,0,-7697.472,-7.697472
4,9,19,0,-8401.344,-8.401344
4,9,20,0,-9529.344,-9.529344
4,9,21,0,-10720.512,-10.720512
4,9,22,0,-11695.104,-11.695104
4,9,23,0,-12687.744,-12.687744
4,10,0,0,-13608.192,-13.608192
4,10,1,0,-14501.568,-14.501568
4,10,2,0,-15331.776,-15.331776
4,10,3,0,-16053.696,-16.053696
4,10,4,54.5952,-16793.664,-16.7390688
4,10,5,3145.7664,-16658.304,-13.5125376
4,10,6,8608.2192,-14618.88,-6.0106608
4,10,7,13847.328,-12949.44,0.897888
4,10,8,18561.24,-11514.624,7.046616
4,10,9,21452.9808,-10305.408,11.1475728
4,10,10,9292.464,-9267.648,0.024816
4,10,11,18081.1632,-8771.328,9.3098352
4,10,12,19246.6128,-8644.992,10.6016208
4,10,13,17647.3344,-8681.088,8.9662464
4,10,14,13407.6336,-8735.232,4.6724016
4,10,15,7478.8656,-8861.568,-1.3827024
4,10,16,2515.8912,-9105.216,-6.5893248
4,10,17,0,-9809.088,-9.809088
4,10,18,0,-10657.344,-10.657344
4,10,19,0,-11577.792,-11.577792
4,10,20,0,-12895.296,-12.895296
4,10,21,0,-14167.68,-14.16768
4,10,22,0,-15196.416,-15.196416
4,10,23,0,-15728.832,-15.728832
4,11,0,0,-16216.128,-16.216128
4,11,1,0,-16333.44,-16.33344
4,11,2,0,-16631.232,-16.631232
4,11,3,0,-16992.192,-16.992192
4,11,4,36.3216,-17235.84,-17.1995184
4,11,5,2364.7392,-16757.568,-14.3928288
4,11,6,5160.3744,-15295.68,-10.1353056
4,11,7,14426.2176,-13951.104,0.4751136
4,11,8,19234.656,-12398.976,6.83568
4,11,9,22867.2672,-11162.688,11.7045792
4,11,10,24295.0896,-10224.192,14.0708976
4,11,11,24184.5456,-9502.272,14.6822736
4,11,12,22633.5456,-9069.12,13.5644256
4,11,13,18931.6752,-8852.544,10.0791312
4,11,14,13909.368,-8888.64,5.020728
4,11,15,8236.8816,-9141.312,-0.9044304
4,11,16,2722.7664,-9682.752,-6.9599856
4,11,17,0,-10810.752,-10.810752
4,11,18,0,-12362.88,-12.36288
4,11,19,0,-12913.344,-12.913344
4,11,20,0,-13590.144,-13.590144
4,11,21,0,-14122.56,-14.12256
4,11,22,0,-14438.4,-14.4384
4,11,23,0,-14754.24,-14.75424
4,12,0,0,-15151.296,-15.151296
4,12,1,0,-15322.752,-15.322752
4,12,2,0,-15620.544,-15.620544
4,12,3,0,-15945.408,-15.945408
4,12,4,72.6432,-16297.344,-16.2247008
4,12,5,3280.9008,-15773.952,-12.4930512
4,12,6,8645.6688,-14041.344,-5.3956752
4,12,7,13908.4656,-12010.944,1.8975216
4,12,8,18579.5136,-9863.232,8.7162816
4,12,9,22065.0336,-7769.664,14.2953696
4,12,10,23773.0512,-6073.152,17.6998992
4,12,11,23497.1424,-5098.56,18.3985824
4,12,12,22137,-4466.88,17.67012
4,12,13,18482.9568,-4042.752,14.4402048
4,12,14,13389.5856,-3862.272,9.5273136
4,12,15,7906.3776,-3898.368,4.0080096
4,12,16,2534.1648,-4466.88,-1.9327152
4,12,17,0,-6190.464,-6.190464
4,12,18,0,-7932.096,-7.932096
4,12,19,0,-8599.872,-8.599872
4,12,20,0,-9412.032,-9.412032
4,12,21,0,-9989.568,-9.989568
4,12,22,0,-10413.696,-10.413696
4,12,23,0,-10630.272,-10.630272
4,13,0,0,-10747.584,-10.747584
4,13,1,0,-10891.968,-10.891968
4,13,2,0,-11054.4,-11.0544
4,13,3,0,-11198.784,-11.198784
4,13,4,90.9168,-11352.192,-11.2612752
4,13,5,3038.6064,-10621.248,-7.5826416
4,13,6,1353.1488,-9033.024,-7.6798752
4,13,7,5515.0176,-6984.576,-1.4695584
4,13,8,1770.96,-6145.344,-4.374384
4,13,9,7942.9248,-5775.36,2.1675648
4,13,10,15639.0432,-5585.856,10.0531872
4,13,11,1950.0864,-6786.048,-4.8359616
4,13,12,1711.176,-8058.432,-6.347256
4,13,13,2029.7232,-8942.784,-6.9130608
4,13,14,1989.792,-9285.696,-7.295904
4,13,15,3244.3536,-9944.448,-6.7000944
4,13,16,1469.784,-10837.824,-9.36804
4,13,17,0,-11848.512,-11.848512
4,13,18,0,-12732.864,-12.732864
4,13,19,0,-14303.04,-14.30304
4,13,20,0,-15115.2,-15.1152
4,13,21,0,-15900.288,-15.900288
4,13,22,0,-16586.112,-16.586112
4,13,23,0,-17163.648,-17.163648
4,14,0,0,-17777.28,-17.77728
4,14,1,0,-18345.792,-18.345792
4,14,2,0,-18760.896,-18.760896
4,14,3,0,-19112.832,-19.112832
4,14,4,254.2512,-19410.624,-19.1563728
4,14,5,3558.3888,-18760.896,-15.2025072
4,14,6,9111.984,-17244.864,-8.13288
4,14,7,14573.3088,-16315.392,-1.7420832
4,14,8,11426.4144,-14934.72,-3.5083056
4,14,9,11698.9392,-13987.2,-2.2882608
4,14,10,7821.552,-13418.688,-5.597136
4,14,11,16651.9872,-12895.296,3.7566912
4,14,12,17106.12,-12398.976,4.707144
4,14,13,9157.7808,-12101.184,-2.9434032
4,14,14,3842.4192,-12759.936,-8.9175168
4,14,15,2069.4288,-12985.536,-10.9161072
4,14,16,1795.5504,-13436.736,-11.6411856
4,14,17,0,-14104.512,-14.104512
4,14,18,0,-14943.744,-14.943744
4,14,19,0,-15295.68,-15.29568
4,14,20,0,-16107.84,-16.10784
4,14,21,0,-16856.832,-16.856832
4,14,22,0,-17452.416,-17.452416
4,14,23,0,-17903.616,-17.903616
4,15,0,0,-18120.192,-18.120192
4,15,1,0,-18183.36,-18.18336
4,15,2,0,-18057.024,-18.057024
4,15,3,0,-18174.336,-18.174336
4,15,4,90.9168,-17614.848,-17.5239312
4,15,5,1094.3856,-17064.384,-15.9699984
4,15,6,2395.872,-16207.104,-13.811232
4,15,7,3374.7504,-15340.8,-11.9660496
4,15,8,4981.9248,-15142.272,-10.1603472
4,15,9,3939.8784,-14528.64,-10.5887616
4,15,10,2845.4928,-13987.2,-11.1417072
4,15,11,2885.1984,-13409.664,-10.5244656
4,15,12,2547.024,-12814.08,-10.267056
4,15,13,1910.3808,-12362.88,-10.4524992
4,15,14,1890.3024,-12137.28,-10.2469776
4,15,15,1492.344,-12019.968,-10.527624
4,15,16,1488.7344,-12119.232,-10.6304976
4,15,17,36.3216,-12281.664,-12.2453424
4,15,18,0,-12525.312,-12.525312
4,15,19,0,-12389.952,-12.389952
4,15,20,0,-12687.744,-12.687744
4,15,21,0,-13328.448,-13.328448
4,15,22,0,-14095.488,-14.095488
4,15,23,0,-14456.448,-14.456448
4,16,0,0,-14357.184,-14.357184
4,16,1,0,-14149.632,-14.149632
4,16,2,0,-13960.128,-13.960128
4,16,3,0,-13833.792,-13.833792
4,16,4,399.5376,-13779.648,-13.3801104
4,16,5,1587.9984,-13147.968,-11.5599696
4,16,6,6107.2176,-12010.944,-5.9037264
4,16,7,12560.0544,-10224.192,2.3358624
4,16,8,18300.2208,-9132.288,9.1679328
4,16,9,22114.44,-8031.36,14.08308
4,16,10,23292.2976,-6966.528,16.3257696
4,16,11,23785.2336,-6217.536,17.5676976
4,16,12,21952.4592,-5766.336,16.1861232
4,16,13,18352.7856,-5694.144,12.6586416
4,16,14,12648.0384,-6064.128,6.5839104
4,16,15,7668.144,-6686.784,0.98136
4,16,16,2747.1312,-7580.16,-4.8330288
4,16,17,163.56,-8744.256,-8.580696
4,16,18,0,-9800.064,-9.800064
4,16,19,0,-10693.44,-10.69344
4,16,20,0,-11460.48,-11.46048
4,16,21,0,-12389.952,-12.389952
4,16,22,0,-13463.808,-13.463808
4,16,23,0,-14573.76,-14.57376
4,17,0,0,-15548.352,-15.548352
4,17,1,0,-16396.608,-16.396608
4,17,2,0,-16992.192,-16.992192
4,17,3,0,-17614.848,-17.614848
4,17,4,417.8112,-18084.096,-17.6662848
4,17,5,3749.6976,-16892.928,-13.1432304
4,17,6,9320.2128,-14393.28,-5.0730672
4,17,7,14666.0304,-12173.376,2.4926544
4,17,8,19476.7248,-10531.008,8.9457168
4,17,9,22862.7552,-9105.216,13.7575392
4,17,10,24409.6944,-8112.576,16.2971184
4,17,11,24384.6528,-7724.544,16.6601088
4,17,12,22361.6976,-7408.704,14.9529936
4,17,13,18833.088,-7192.128,11.64096
4,17,14,13689.408,-7553.088,6.13632
4,17,15,8275.6848,-8157.696,0.1179888
4,17,16,2814.5856,-9096.192,-6.2816064
4,17,17,163.56,-10305.408,-10.141848
4,17,18,0,-11668.032,-11.668032
4,17,19,0,-12534.336,-12.534336
4,17,20,0,-13590.144,-13.590144
4,17,21,0,-14754.24,-14.75424
4,17,22,0,-15719.808,-15.719808
4,17,23,0,-16703.424,-16.703424
4,18,0,0,-17723.136,-17.723136
4,18,1,0,-18760.896,-18.760896
4,18,2,0,-19753.536,-19.753536
4,18,3,0,-20204.736,-20.204736
4,18,4,472.1808,-20349.12,-19.8769392
4,18,5,3817.8288,-19112.832,-15.2950032
4,18,6,9444.5184,-16423.68,-6.9791616
4,18,7,14802.2928,-14645.952,0.1563408
4,18,8,18732.696,-13084.8,5.647896
4,18,9,22285.2192,-11947.776,10.3374432
4,18,10,23589.1872,-11072.448,12.5167392
4,18,11,21754.1568,-10368.576,11.3855808
4,18,12,22499.3136,-9718.848,12.7804656
4,18,13,15124.224,-9457.152,5.667072
4,18,14,13050.0576,-9619.584,3.4304736
4,18,15,6609.8544,-9881.28,-3.2714256
4,18,16,2791.3488,-10206.144,-7.4147952
4,18,17,217.9296,-10711.488,-10.4935584
4,18,18,0,-11992.896,-11.992896
4,18,19,0,-12922.368,-12.922368
4,18,20,0,-13851.84,-13.85184
4,18,21,0,-14997.888,-14.997888
4,18,22,0,-16279.296,-16.279296
4,18,23,0,-17091.456,-17.091456
4,19,0,0,-17668.992,-17.668992
4,19,1,0,-17993.856,-17.993856
4,19,2,0,-18318.72,-18.31872
4,19,3,0,-18742.848,-18.742848
4,19,4,508.5024,-19148.928,-18.6404256
4,19,5,3901.752,-18408.96,-14.507208
4,19,6,9429.6288,-16965.12,-7.5354912
4,19,7,14800.9392,-15268.608,-0.4676688
4,19,8,19627.8768,-13860.864,5.7670128
4,19,9,22977.8112,-12651.648,10.3261632
4,19,10,24341.7888,-11568.768,12.7730208
4,19,11,24311.1072,-10603.2,13.7079072
4,19,12,22582.7856,-9800.064,12.7827216
4,19,13,14257.0176,-9141.312,5.1157056
4,19,14,2865.3456,-8933.76,-6.0684144
4,19,15,2789.544,-9592.512,-6.802968
4,19,16,1867.0656,-10242.24,-8.3751744
4,19,17,145.2864,-10747.584,-10.6022976
4,19,18,0,-11532.672,-11.532672
4,19,19,0,-12588.48,-12.58848
4,19,20,0,-13526.976,-13.526976
4,19,21,0,-14185.728,-14.185728
4,19,22,0,-14456.448,-14.456448
4,19,23,0,-14754.24,-14.75424
4,20,0,0,-15061.056,-15.061056
4,20,1,0,-15494.208,-15.494208
4,20,2,0,-15801.024,-15.801024
4,20,3,0,-16622.208,-16.622208
4,20,4,508.5024,-16965.12,-16.4566176
4,20,5,3794.8176,-16315.392,-12.5205744
4,20,6,9238.0944,-14664,-5.4259056
4,20,7,14463.6672,-12777.984,1.6856832
4,20,8,19271.2032,-11316.096,7.9551072
4,20,9,20125.3248,-10170.048,9.9552768
4,20,10,23712.1392,-8897.664,14.8144752
4,20,11,23685.0672,-8419.392,15.2656752
4,20,12,22150.0848,-7995.264,14.1548208
4,20,13,18635.0112,-7977.216,10.6577952
4,20,14,13814.1648,-7859.904,5.9542608
4,20,15,8353.2912,-8139.648,0.2136432
4,20,16,2853.84,-8663.04,-5.8092
4,20,17,181.608,-9412.032,-9.230424
4,20,18,0,-10693.44,-10.69344
4,20,19,0,-11280,-11.28
4,20,20,0,-12137.28,-12.13728
4,20,21,0,-12642.624,-12.642624
4,20,22,0,-13093.824,-13.093824
4,20,23,0,-13463.808,-13.463808
4,21,0,0,-13680.384,-13.680384
4,21,1,0,-13978.176,-13.978176
4,21,2,0,-14573.76,-14.57376
4,21,3,0,-15106.176,-15.106176
4,21,4,544.824,-15801.024,-15.2562
4,21,5,3853.9248,-15322.752,-11.4688272
4,21,6,9315.2496,-13409.664,-4.0944144
4,21,7,14644.5984,-11478.528,3.1660704
4,21,8,18484.9872,-9917.376,8.5676112
4,21,9,19303.0128,-8978.88,10.3241328
4,21,10,23678.5248,-8356.224,15.3223008
4,21,11,21867.6336,-7733.568,14.1340656
4,21,12,19146.8976,-7147.008,11.9998896
4,21,13,16272.0768,-6758.976,9.5131008
4,21,14,11512.5936,-6641.664,4.8709296
4,21,15,7433.0688,-6758.976,0.6740928
4,21,16,2251.2624,-7119.936,-4.8686736
4,21,17,163.56,-7724.544,-7.560984
4,21,18,0,-8644.992,-8.644992
4,21,19,0,-9249.6,-9.2496
4,21,20,0,-10124.928,-10.124928
4,21,21,0,-10819.776,-10.819776
4,21,22,0,-11325.12,-11.32512
4,21,23,0,-11857.536,-11.857536
4,22,0,0,-12092.16,-12.09216
4,22,1,0,-12642.624,-12.642624
4,22,2,0,-12859.2,-12.8592
4,22,3,0,-13536,-13.536
4,22,4,108.9648,-13734.528,-13.6255632
4,22,5,1353.1488,-12796.032,-11.4428832
4,22,6,4068.696,-11198.784,-7.130088
4,22,7,8373.8208,-9673.728,-1.2999072
4,22,8,18929.4192,-7787.712,11.1417072
4,22,9,9871.128,-6677.76,3.193368
4,22,10,2188.7712,-6434.112,-4.2453408
4,22,11,5787.5424,-5847.552,-0.0600096
4,22,12,8945.04,-5197.824,3.747216
4,22,13,10258.032,-5026.368,5.231664
4,22,14,9232.4544,-4981.248,4.2512064
4,22,15,8113.704,-4872.96,3.240744
4,22,16,2861.736,-5387.328,-2.525592
4,22,17,345.168,-6307.776,-5.962608
4,22,18,0,-8121.6,-8.1216
4,22,19,0,-9412.032,-9.412032
4,22,20,0,-10900.992,-10.900992
4,22,21,0,-12236.544,-12.236544
4,22,22,0,-13319.424,-13.319424
4,22,23,0,-14167.68,-14.16768
4,23,0,0,-14925.696,-14.925696
4,23,1,0,-15584.448,-15.584448
4,23,2,0,-16216.128,-16.216128
4,23,3,0,-16784.64,-16.78464
4,23,4,672.0624,-16956.096,-16.2840336
4,23,5,4047.7152,-15151.296,-11.1035808
4,23,6,9585.5184,-11848.512,-2.2629936
4,23,7,14907.1968,-9601.536,5.3056608
4,23,8,19542.3744,-7634.304,11.9080704
4,23,9,22837.9392,-6280.704,16.5572352
4,23,10,24459.3264,-5369.28,19.0900464
4,23,11,23925.7824,-4710.528,19.2152544
4,23,12,22641.4416,-4268.352,18.3730896
4,23,13,19113.2832,-4006.656,15.1066272
4,23,14,13727.3088,-3988.608,9.7387008
4,23,15,7935.9312,-4223.232,3.7126992
4,23,16,2928.288,-4701.504,-1.773216
4,23,17,435.8592,-5667.072,-5.2312128
4,23,18,0,-7354.56,-7.35456
4,23,19,0,-8518.656,-8.518656
4,23,20,0,-9980.544,-9.980544
4,23,21,0,-11361.216,-11.361216
4,23,22,0,-12534.336,-12.534336
4,23,23,0,-13355.52,-13.35552
4,24,0,0,-13869.888,-13.869888
4,24,1,0,-14248.896,-14.248896
4,24,2,0,-14501.568,-14.501568
4,24,3,0,-14555.712,-14.555712
4,24,4,472.1808,-14321.088,-13.8489072
4,24,5,1432.7856,-12435.072,-11.0022864
4,24,6,5078.7072,-9619.584,-4.5408768
4,24,7,13653.312,-8040.384,5.612928
4,24,8,15398.328,-6352.896,9.045432
4,24,9,16307.9472,-4845.888,11.4620592
4,24,10,17086.4928,-3474.24,13.6122528
4,24,11,20364.912,-2851.584,17.513328
4,24,12,17121.0096,-2616.96,14.5040496
4,24,13,15641.0736,-2680.128,12.9609456
4,24,14,8887.512,-2653.056,6.234456
4,24,15,5590.368,-2869.632,2.720736
4,24,16,2719.3824,-3185.472,-0.4660896
4,24,17,472.1808,-4674.432,-4.2022512
4,24,18,0,-5197.824,-5.197824
4,24,19,0,-8004.288,-8.004288
4,24,20,0,-9393.984,-9.393984
4,24,21,0,-10305.408,-10.305408
4,24,22,0,-11000.256,-11.000256
4,24,23,0,-11514.624,-11.514624
4,25,0,0,-11731.2,-11.7312
4,25,1,0,-11902.656,-11.902656
4,25,2,0,-12056.064,-12.056064
4,25,3,0,-12462.144,-12.462144
4,25,4,145.2864,-13003.584,-12.8582976
4,25,5,3253.6032,-12814.08,-9.5604768
4,25,6,6385.608,-11974.848,-5.58924
4,25,7,10387.752,-11162.688,-0.774936
4,25,8,12594.5712,-10025.664,2.5689072
4,25,9,17432.7888,-9060.096,8.3726928
4,25,10,14739.576,-8311.104,6.428472
4,25,11,12609.0096,-7841.856,4.7671536
4,25,12,9608.7552,-7607.232,2.0015232
4,25,13,6347.4816,-7571.136,-1.2236544
4,25,14,3451.2288,-7706.496,-4.2552672
4,25,15,2351.6544,-8166.72,-5.8150656
4,25,16,1912.8624,-8996.928,-7.0840656
4,25,17,417.8112,-9953.472,-9.5356608
4,25,18,0,-10819.776,-10.819776
4,25,19,0,-11920.704,-11.920704
4,25,20,0,-12759.936,-12.759936
4,25,21,0,-13490.88,-13.49088
4,25,22,0,-14456.448,-14.456448
4,25,23,0,-15358.848,-15.358848
4,26,0,0,-16161.984,-16.161984
4,26,1,0,-16965.12,-16.96512
4,26,2,0,-17668.992,-17.668992
4,26,3,0,-18102.144,-18.102144
4,26,4,181.608,-17813.376,-17.631768
4,26,5,3503.3424,-16234.176,-12.7308336
4,26,6,7894.6464,-14600.832,-6.7061856
4,26,7,12942.2208,-12579.456,0.3627648
4,26,8,15630.4704,-10846.848,4.7836224
4,26,9,14395.0848,-9547.392,4.8476928
4,26,10,3362.7936,-8798.4,-5.4356064
4,26,11,6210.3168,-7905.024,-1.6947072
4,26,12,8342.0112,-7634.304,0.7077072
4,26,13,6487.128,-7119.936,-0.632808
4,26,14,3846.7056,-7327.488,-3.4807824
4,26,15,4171.7952,-7616.256,-3.4444608
4,26,16,2385.0432,-8211.84,-5.8267968
4,26,17,454.1328,-8942.784,-8.4886512
4,26,18,0,-9709.824,-9.709824
4,26,19,0,-10512.96,-10.51296
4,26,20,0,-11794.368,-11.794368
4,26,21,0,-13129.92,-13.12992
4,26,22,0,-14393.28,-14.39328
4,26,23,0,-15376.896,-15.376896
4,27,0,0,-16288.32,-16.28832
4,27,1,0,-16766.592,-16.766592
4,27,2,0,-16910.976,-16.910976
4,27,3,0,-17623.872,-17.623872
4,27,4,762.7536,-18210.432,-17.4476784
4,27,5,4181.9472,-15620.544,-11.4385968
4,27,6,9484.4496,-11830.464,-2.3460144
4,27,7,14872.9056,-9628.608,5.2442976
4,27,8,19146.672,-7968.192,11.17848
4,27,9,21385.9776,-6722.88,14.6630976
